product_name;price;product_vat_rate;product_msr;product_characteristics;okpd2_code;okpd2_name;inn;country_code
Жатка для уборки трав МСМ-100.70-02 Grass Header 500D;"";Без НДС;Штука;Описание: Жатка для уборки трав МСМ-100.70-02 Grass Header 500D || Тип продукции по ПП РФ 616: Машины для уборки зерновых, масличных, бобовых и крупяных культур прочие || Рабочая скорость: 10, Километр в час || Высота: 1271, Миллиметр || Длина: 2242, Миллиметр || Масса: 1650, Килограмм || Ширина: 5328, Миллиметр || Ширина захвата: 4.95, Метр || Описание: Жатка для уборки трав МСМ-100.70-02 Grass Header 500D;28.30.59.110;Машины для уборки зерновых, масличных, бобовых и крупяных культур;a81877bd5fedd93184833087b2a687a1;""
Жатка для уборки трав МСМ-1401.70 Grass Header 500R;"";Без НДС;Штука;Описание: Жатка для уборки трав МСМ-1401.70 Grass Header 500R || Тип продукции по ПП РФ 616: Машины для уборки зерновых, масличных, бобовых и крупяных культур прочие || Рабочая скорость: 10, Километр в час || Высота: 1394, Миллиметр || Длина: 2557, Миллиметр || Масса: 1750, Килограмм || Ширина: 5333, Миллиметр || Ширина захвата: 4.95, Метр || Описание: Жатка для уборки трав МСМ-1401.70 Grass Header 500R;28.30.59.110;Машины для уборки зерновых, масличных, бобовых и крупяных культур;a81877bd5fedd93184833087b2a687a1;""
Платформа-подборщик ПП-340;"";Без НДС;Штука;Описание: Платформа-подборщик ПП-340 || Ширина захвата: 3.4, Метр || Ширина: 4260, Миллиметр || Масса: 816, Килограмм || Длина: 2840, Миллиметр || Высота: 1305, Миллиметр || Тип продукции по ПП РФ 616: Машины для уборки зерновых, масличных, бобовых и крупяных культур прочие || Описание: Платформа-подборщик ПП-340;28.30.59.110;Машины для уборки зерновых, масличных, бобовых и крупяных культур;a81877bd5fedd93184833087b2a687a1;""
Платформа-подборщик ПП-340-51;"";Без НДС;Штука;Описание: Платформа-подборщик ПП-340-51 || Ширина: 4100, Миллиметр || Ширина захвата: 3.4, Метр || Тип продукции по ПП РФ 616: Машины для уборки зерновых, масличных, бобовых и крупяных культур прочие || Высота: 1300, Миллиметр || Длина: 2940, Миллиметр || Масса: 821, Килограмм || Описание: Платформа-подборщик ПП-340-51;28.30.59.110;Машины для уборки зерновых, масличных, бобовых и крупяных культур;a81877bd5fedd93184833087b2a687a1;""
Платформа-подборщик ПП-342;"";Без НДС;Штука;Описание: Платформа-подборщик ПП-342 || Тип продукции по ПП РФ 616: Машины для уборки зерновых, масличных, бобовых и крупяных культур прочие || Ширина захвата: 3.4, Метр || Ширина: 4246, Миллиметр || Масса: 826, Килограмм || Длина: 2840, Миллиметр || Высота: 1305, Миллиметр || Описание: Платформа-подборщик ПП-342;28.30.59.110;Машины для уборки зерновых, масличных, бобовых и крупяных культур;a81877bd5fedd93184833087b2a687a1;""
Платформа-подборщик ПП-430;"";Без НДС;Штука;Описание: Платформа-подборщик ПП-430 || Масса: 926, Килограмм || Ширина захвата: 4.3, Метр || Тип продукции по ПП РФ 616: Машины для уборки зерновых, масличных, бобовых и крупяных культур прочие || Высота: 1305, Миллиметр || Длина: 2840, Миллиметр || Ширина: 5140, Миллиметр || Описание: Платформа-подборщик ПП-430;28.30.59.110;Машины для уборки зерновых, масличных, бобовых и крупяных культур;a81877bd5fedd93184833087b2a687a1;""
Платформа-подборщик ПП-432;"";Без НДС;Штука;Описание: Платформа-подборщик ПП-432 || Ширина: 5140, Миллиметр || Ширина захвата: 4.3, Метр || Тип продукции по ПП РФ 616: Машины для уборки зерновых, масличных, бобовых и крупяных культур прочие || Высота: 1305, Миллиметр || Длина: 2840, Миллиметр || Масса: 926, Килограмм || Описание: Платформа-подборщик ПП-432;28.30.59.110;Машины для уборки зерновых, масличных, бобовых и крупяных культур;a81877bd5fedd93184833087b2a687a1;""
Пресс-подборщик рулонный ППР-150 Pelikan Max;"";Без НДС;Штука;Описание: Пресс-подборщик рулонный ППР-150 Pelikan Max || Производительность: 12, Тонна в час || Высота: 2500, Миллиметр || Ширина: 2800, Миллиметр || Длина: 4500, Миллиметр || Рабочая скорость: 10, Километр в час || Масса: 2540, Килограмм || Тип продукции по ПП РФ 616: Прессы для соломы или сена, включая пресс-подборщики || Ширина захвата: 2, Метр || Описание: Пресс-подборщик рулонный ППР-150 Pelikan Max;28.30.53.000;Прессы для соломы или сена, включая пресс-подборщики;a81877bd5fedd93184833087b2a687a1;""
Грабли роторные навесные ГРН-471 Kolibri;"";Без НДС;Штука;Описание: Грабли роторные навесные ГРН-471 Kolibri || Количество секций: 11, Штука || Ширина захвата: 4.7, Метр || Длина: 4650, Миллиметр || Производительность, га/час: 5.1 || Тип продукции по ПП РФ 616: Машины сеноуборочные || Рабочая скорость: 12, Километр в час || Транспортная скорость: 20, Километр в час || Потребляемая мощность: 30, Киловатт || Ширина: 4050, Миллиметр || Высота: 1350, Миллиметр || Описание: Грабли роторные навесные ГРН-471 Kolibri;28.30.52.000;Машины сеноуборочные;a81877bd5fedd93184833087b2a687a1;""
Сеялка зернотуковая прямого посева Дон 651 Модификации: М39, М40, М41, М42, М43, М44, М45, М46, М47, М48, М49, М50, М51, М52, М53, М59, М60, М61, М62, М63, М64, М65, М66, М67, М68, М69, М70, М71, М72, М73;"";Без НДС;Штука;Описание: Сеялка зернотуковая прямого посева Дон 651 Модификации: М39, М40, М41, М42, М43, М44, М45, М46, М47, М48, М49, М50, М51, М52, М53, М59, М60, М61, М62, М63, М64, М65, М66, М67, М68, М69, М70, М71, М72, М73 || Мощность трактора: 300, Лошадиная сила || Ширина захвата: 10.7, Метр || Количество рядов: 51, Штука || Производительность, га/ч: 8.6 || Междурядье: 21, Сантиметр || Емкость бункера для семян: 6000, Литр кубический дециметр || Габариты рабочие: 14 65х11 46х4 55м || Емкость бункера для удобрений: 4000, Литр кубический дециметр || Тип продукции по ПП РФ 616: Сеялки зернотуковые || Вес: 16300, Килограмм || Описание: Сеялка зернотуковая прямого посева Дон 651 Модификации: М39, М40, М41, М42, М43, М44, М45, М46, М47, М48, М49, М50, М51, М52, М53, М59, М60, М61, М62, М63, М64, М65, М66, М67, М68, М69, М70, М71, М72, М73;28.30.33.112;Сеялки зернотуковые;e3caf19f3b021ed69ecc608a60d36da3;643
Куртка зимняя МЧС;"";Без НДС;Штука;Описание: Куртка зимняя МЧС || Материал верха: полиэфирно-вискозная ткань || Материал подкладки: 100% полиэфир || Описание: Куртка зимняя МЧС;14.12.30.120;Куртки производственные и профессиональные;f0804067f804da07edb02dce10eb8903;643
Костюм летний специальный;"";Без НДС;Комплект;Описание: Костюм летний специальный || Назначение: для сотрудников МЧС || Цвет: серо-синий || Плотность основного полотна: 240, Грамм || Сезон: летний || Материал: полиэфирно-вискозный || Тип: специальная для сотрудников мчс || Пол: мужской || Описание: Костюм летний специальный;14.12.11.120;Костюмы мужские производственные и профессиональные;f0804067f804da07edb02dce10eb8903;643
Костюм зимний специальный;"";Без НДС;Комплект;Описание: Костюм зимний специальный || Плотность ткани, г/м2: 240 || Пол: мужской || Плотность основного полотна: 240, Грамм || Цвет: синий || Сезон: зимний || Назначение: специальный для сотрудников мчс || Ткань: полиэфирно-вискозная, Метр || Описание: Костюм зимний специальный;14.12.11.120;Костюмы мужские производственные и профессиональные;f0804067f804da07edb02dce10eb8903;""
Ложка столовая одноразового применения из пластмассы;0.56666666666667;20%;Штука;Описание: Ложка столовая одноразового применения из пластмассы || Габаритные размеры: 165, Миллиметр || Количество предметов: 1, Штука || Вид посуды: Ложка столовая || Материал: Полистирол || Описание: Ложка столовая одноразового применения из пластмассы;22.29.23.110;Посуда столовая и кухонная пластмассовая;fa70bdb81497109c30c8376507b5ee02;643
Белый одноразовый стакан ЛАЙМА пластиковый 0,2л;"";Без НДС;Штука;Описание: Белый одноразовый стакан ЛАЙМА пластиковый 0,2л || Количество предметов: 100, Штука || Вместимость: 0.2, Литр кубический дециметр || Материал: Полипропилен || Цвет: Белый || Описание: Белый одноразовый стакан ЛАЙМА пластиковый 0,2л;22.29.23.110;Посуда столовая и кухонная пластмассовая;fa70bdb81497109c30c8376507b5ee02;643
Синий одноразовый стакан ЛАЙМА пластиковый 0,2л;"";Без НДС;Штука;Описание: Синий одноразовый стакан ЛАЙМА пластиковый 0,2л || Цвет: Синий || Количество предметов: 50, Штука || Вместимость: 0.2, Литр кубический дециметр || Материал: Полипропилен || Описание: Синий одноразовый стакан ЛАЙМА пластиковый 0,2л;22.29.23.110;Посуда столовая и кухонная пластмассовая;fa70bdb81497109c30c8376507b5ee02;643
Красный одноразовый стакан ЛАЙМА пластиковый 0,2л;"";Без НДС;Штука;Описание: Красный одноразовый стакан ЛАЙМА пластиковый 0,2л || Количество предметов: 50, Штука || Цвет: Красный || Материал: Полипропилен || Вместимость: 0.2, Литр кубический дециметр || Описание: Красный одноразовый стакан ЛАЙМА пластиковый 0,2л;22.29.23.110;Посуда столовая и кухонная пластмассовая;fa70bdb81497109c30c8376507b5ee02;643
Желтый одноразовый стакан ЛАЙМА пластиковый 0,2л;"";Без НДС;Штука;Описание: Желтый одноразовый стакан ЛАЙМА пластиковый 0,2л || Количество предметов: 50, Штука || Вместимость: 0.2, Литр кубический дециметр || Материал: Полипропилен || Цвет: Желтый || Описание: Желтый одноразовый стакан ЛАЙМА пластиковый 0,2л;22.29.23.110;Посуда столовая и кухонная пластмассовая;fa70bdb81497109c30c8376507b5ee02;643
Зеленый одноразовый стакан ЛАЙМА пластиковый 0,2л;"";Без НДС;Штука;Описание: Зеленый одноразовый стакан ЛАЙМА пластиковый 0,2л || Вместимость: 0.2, Литр кубический дециметр || Количество предметов: 50, Штука || Материал: Полипропилен || Цвет: Зеленый || Описание: Зеленый одноразовый стакан ЛАЙМА пластиковый 0,2л;22.29.23.110;Посуда столовая и кухонная пластмассовая;fa70bdb81497109c30c8376507b5ee02;643
Одноразовый стакан ЛАЙМА пластиковый 0,5л;"";Без НДС;Штука;Описание: Одноразовый стакан ЛАЙМА пластиковый 0,5л || Материал: Полипропилен || Вместимость: 0.5, Литр кубический дециметр || Количество предметов: 20, Штука || Описание: Одноразовый стакан ЛАЙМА пластиковый 0,5л;22.29.23.110;Посуда столовая и кухонная пластмассовая;fa70bdb81497109c30c8376507b5ee02;643
Одноразовые чашки для чая и кофе, 0,2л;"";Без НДС;Штука;Описание: Одноразовые чашки для чая и кофе, 0,2л || Материал: Полипропилен || Количество предметов: 50, Штука || Вместимость: 0.2, Литр кубический дециметр || Описание: Одноразовые чашки для чая и кофе, 0,2л;22.29.23.110;Посуда столовая и кухонная пластмассовая;fa70bdb81497109c30c8376507b5ee02;643
Одноразовые рюмки ЛАЙМА пластиковые, 100 мл, КОМПЛЕКТ 6 шт.;"";Без НДС;Штука;Описание: Одноразовые рюмки ЛАЙМА пластиковые, 100 мл, КОМПЛЕКТ 6 шт. || Материал: Полистрирол || Вместимость: 0.1, Литр кубический дециметр || Количество предметов: 6, Штука || Описание: Одноразовые рюмки ЛАЙМА пластиковые, 100 мл, КОМПЛЕКТ 6 шт.;22.29.23.110;Посуда столовая и кухонная пластмассовая;fa70bdb81497109c30c8376507b5ee02;643
Одноразовые тарелки ЛАЙМА пластик десертные белые,КОМПЛЕКТ 100 шт;"";Без НДС;Штука;Описание: Одноразовые тарелки ЛАЙМА пластик десертные белые,КОМПЛЕКТ 100 шт || Материал: Полистирол || Количество предметов: 100, Штука || Габаритные размеры: 170, Миллиметр || Описание: Одноразовые тарелки ЛАЙМА пластик десертные белые,КОМПЛЕКТ 100 шт;22.29.23.110;Посуда столовая и кухонная пластмассовая;fa70bdb81497109c30c8376507b5ee02;643
Одноразовые тарелки ЛАЙМА пластик плоские, d=220MM, белые КОМПЛЕКТ 100 шт.;"";Без НДС;Штука;Описание: Одноразовые тарелки ЛАЙМА пластик плоские, d=220MM, белые КОМПЛЕКТ 100 шт. || Материал: Полистирол || Количество предметов: 100, Штука || Габаритные размеры: 220, Миллиметр || Описание: Одноразовые тарелки ЛАЙМА пластик плоские, d=220MM, белые КОМПЛЕКТ 100 шт.;22.29.23.110;Посуда столовая и кухонная пластмассовая;fa70bdb81497109c30c8376507b5ee02;643
Одноразовые тарелки ЛАЙМА пластик суповые, 0,5 л, белые, ПС, КОМПЛЕКТ 100 шт.;"";Без НДС;Штука;Описание: Одноразовые тарелки ЛАЙМА пластик суповые, 0,5 л, белые, ПС, КОМПЛЕКТ 100 шт. || Материал: Полистирол || Вместимость: 0.5, Литр кубический дециметр || Количество предметов: 100, Штука || Описание: Одноразовые тарелки ЛАЙМА пластик суповые, 0,5 л, белые, ПС, КОМПЛЕКТ 100 шт.;22.29.23.110;Посуда столовая и кухонная пластмассовая;fa70bdb81497109c30c8376507b5ee02;643
Одноразовые тарелки ЛАЙМА пластик 2-х секционные, d=220мм, белые, ПС, КОМПЛЕКТ 100 шт.;"";Без НДС;Штука;Описание: Одноразовые тарелки ЛАЙМА пластик 2-х секционные, d=220мм, белые, ПС, КОМПЛЕКТ 100 шт. || Материал: Полистирол || Количество предметов: 100, Штука || Габаритные размеры: 220, Миллиметр || Описание: Одноразовые тарелки ЛАЙМА пластик 2-х секционные, d=220мм, белые, ПС, КОМПЛЕКТ 100 шт.;22.29.23.110;Посуда столовая и кухонная пластмассовая;fa70bdb81497109c30c8376507b5ee02;643
Одноразовые тарелки ЛАЙМА пластик 3-х секционные, d=220мм, белые, ПС, КОМПЛЕКТ 100 шт.;"";Без НДС;Штука;Описание: Одноразовые тарелки ЛАЙМА пластик 3-х секционные, d=220мм, белые, ПС, КОМПЛЕКТ 100 шт. || Габаритные размеры: 220, Миллиметр || Материал: Полистирол || Количество предметов: 100, Штука || Описание: Одноразовые тарелки ЛАЙМА пластик 3-х секционные, d=220мм, белые, ПС, КОМПЛЕКТ 100 шт.;22.29.23.110;Посуда столовая и кухонная пластмассовая;fa70bdb81497109c30c8376507b5ee02;643
Одноразовая ложка столовая ЛАЙМА пластиковая, 165мм, КОМПЛЕКТ 100 шт.;"";Без НДС;Штука;Описание: Одноразовая ложка столовая ЛАЙМА пластиковая, 165мм, КОМПЛЕКТ 100 шт. || Габаритные размеры: 165, Миллиметр || Материал: Полистирол || Количество предметов: 100, Штука || Описание: Одноразовая ложка столовая ЛАЙМА пластиковая, 165мм, КОМПЛЕКТ 100 шт.;22.29.23.110;Посуда столовая и кухонная пластмассовая;fa70bdb81497109c30c8376507b5ee02;643
Одноразовая ложка чайная ЛАЙМА пластиковая, 125мм, белая, КОМПЛЕКТ 100 шт;"";Без НДС;Штука;Описание: Одноразовая ложка чайная ЛАЙМА пластиковая, 125мм, белая, КОМПЛЕКТ 100 шт || Габаритные размеры: 125, Миллиметр || Вид посуды: Ложка чайная || Материал: Полистирол || Количество предметов: 100, Штука || Описание: Одноразовая ложка чайная ЛАЙМА пластиковая, 125мм, белая, КОМПЛЕКТ 100 шт;22.29.23.110;Посуда столовая и кухонная пластмассовая;fa70bdb81497109c30c8376507b5ee02;643
Одноразовая вилка столовая ЛАЙМА пластиковая, 165мм, КОМПЛЕКТ 100 шт.;"";Без НДС;Штука;Описание: Одноразовая вилка столовая ЛАЙМА пластиковая, 165мм, КОМПЛЕКТ 100 шт. || Количество предметов: 100, Штука || Материал: Полистирол || Габаритные размеры: 165, Миллиметр || Описание: Одноразовая вилка столовая ЛАЙМА пластиковая, 165мм, КОМПЛЕКТ 100 шт.;22.29.23.110;Посуда столовая и кухонная пластмассовая;fa70bdb81497109c30c8376507b5ee02;643
Одноразовый нож пластиковый ЛАЙМАхи, 165мм, КОМПЛЕКТ 100 шт.;"";Без НДС;Штука;Описание: Одноразовый нож пластиковый ЛАЙМАхи, 165мм, КОМПЛЕКТ 100 шт. || Габаритные размеры: 165, Миллиметр || Материал: Полистирол || Количество предметов: 100, Штука || Описание: Одноразовый нож пластиковый ЛАЙМАхи, 165мм, КОМПЛЕКТ 100 шт.;22.29.23.110;Посуда столовая и кухонная пластмассовая;fa70bdb81497109c30c8376507b5ee02;643
Размешиватель одноразовый для чая и кофе ЛАИМА;"";Без НДС;Штука;Описание: Размешиватель одноразовый для чая и кофе ЛАИМА || Габаритные размеры: 110, Миллиметр || Материал: Полистирол || Описание: Размешиватель одноразовый для чая и кофе ЛАИМА;22.29.23.110;Посуда столовая и кухонная пластмассовая;fa70bdb81497109c30c8376507b5ee02;643
Одноразовый набор ЛАЙМА на 6 персон;"";Без НДС;Комплект;Описание: Одноразовый набор ЛАЙМА на 6 персон || Стакан: 0.2, Литр кубический дециметр || Количество предметов: 24, Штука || Материал: Полистирол, полипропилен, бумага (целлюлоза) || Салфетка бумажная цветная: 6, Штука || Вилка: 6, Штука || Тарелка: 220, Миллиметр || Описание: Одноразовый набор ЛАЙМА на 6 персон;22.29.23.110;Посуда столовая и кухонная пластмассовая;fa70bdb81497109c30c8376507b5ee02;643
Скатерть одноразовая 140*110 см;"";Без НДС;Штука;Описание: Скатерть одноразовая 140*110 см || Цвет: синяя || Тип продукции по ПП РФ 616: Изделия текстильные прочие || Описание: Скатерть одноразовая 140*110 см;13.92.13.151;Скатерти из нетканых материалов;fa70bdb81497109c30c8376507b5ee02;643
Пленка пищевая ПЭ 300мм, 20м, белая, 6 мкм;"";Без НДС;Рулон;Описание: Пленка пищевая ПЭ 300мм, 20м, белая, 6 мкм || Тип продукции по ПП РФ 616: Пленки пластмассовые, неармированные или не комбинированные с другими материалами || Материал: Полиэтилен || Толщина  мкм: 6 || Длина: 20, Метр || Ширина: 300, Миллиметр || Описание: Пленка пищевая ПЭ 300мм, 20м, белая, 6 мкм;22.21.30.120;Пленки пластмассовые, неармированные или не комбинированные с другими материалами;fa70bdb81497109c30c8376507b5ee02;643
Бумага для выпечки 38см*5м в коробке;"";Без НДС;Рулон;Описание: Бумага для выпечки 38см*5м в коробке || Тип продукции по ПП РФ 616: Подпергамент, бумага упаковочная специальная, шпагатная влагопрочная и упаковочная высокопрочная || Ширина: 38, Сантиметр || Длина: 5, Метр || Описание: Бумага для выпечки 38см*5м в коробке;17.12.14.182;Подпергамент, бумага упаковочная специальная, шпагатная влагопрочная и упаковочная высокопрочная;fa70bdb81497109c30c8376507b5ee02;643
Рукав для запекания 38см*5м;"";Без НДС;Штука;Описание: Рукав для запекания 38см*5м || Тип продукции по ПП РФ 616: Мешки и сумки, включая конические, из полимеров этилена || Ширина: 38, Сантиметр || Длина: 5, Метр || Описание: Рукав для запекания 38см*5м;22.22.11;Мешки и сумки, включая конические, из полимеров этилена;fa70bdb81497109c30c8376507b5ee02;643
Автогрейдер DM-14.2 Рыбинец;"";Без НДС;Штука;Описание: Автогрейдер DM-14.2 Рыбинец || Тип продукции по ПП РФ 616: Грейдеры самоходные || Ширина: 2530, Миллиметр || Масса: 16300, Килограмм || Длина: 9450, Миллиметр || Высота: 3530, Миллиметр || Мощность: 132, Киловатт || Длина грейдерного отвала: 3660, Миллиметр || Максимальное тяговое усилие: 92200, Ньютон || Мощность двигателя: 180, Лошадиная сила || Скорость максимальная: 39, Километр в час || Описание: Автогрейдер DM-14.2 Рыбинец;28.92.22.110;Грейдеры самоходные;e62c4486c1c669c961d19ce2bd9d655c;643
Косилка самоходная КС-100 Чулпан;"";Без НДС;Штука;Описание: Косилка самоходная КС-100 Чулпан || Масса заправленная: 4800, Килограмм || Двигатель: 107, Лошадиная сила || Аккумуляторы: 2, Штука || Объем топливного бака: 240, Литр кубический дециметр || Колея передних колес: 3320, Миллиметр || Колея задних колес: 3055, Миллиметр || Колесная база: 3740, Миллиметр || Полевой клиренс: 940, Миллиметр || Масса без заправки: 4600, Килограмм || Описание: Косилка самоходная КС-100 Чулпан;28.30.51;Косилки (включая устройства режущие для установки на тракторе), не включенные в другие группировки;64c75045dc89512b82fb0442a1cb2501;643
Жатка валковая навесная Чулпан ЖВ-760;"";Без НДС;Штука;Описание: Жатка валковая навесная Чулпан ЖВ-760 || Транспортная скорость: 20, Километр в час || Ширина: 2320, Миллиметр || Высота: 1940, Миллиметр || Длина: 8140, Миллиметр || Производительность за 1 час: 9, Гектар || Ширина формируемого валка: 2000, Миллиметр || Наработка на отказ: 75, Час || Масса: 1700, Килограмм || Тип продукции по ПП РФ 616: Жатки рядковые || Высота среза: 55, Миллиметр || Рабочая скорость: 12, Километр в час || Описание: Жатка валковая навесная Чулпан ЖВ-760;28.30.59.112;Жатки рядковые;64c75045dc89512b82fb0442a1cb2501;643
Жатка валковая навесная Чулпан ЖВ-910;"";Без НДС;Штука;Описание: Жатка валковая навесная Чулпан ЖВ-910 || Транспортная скорость: 20, Километр в час || Рабочая скорость: 12, Километр в час || Масса: 2150, Килограмм || Длина: 9640, Миллиметр || Ширина: 2320, Миллиметр || Высота: 1940, Миллиметр || Тип продукции по ПП РФ 616: Жатки рядковые || Ширина формируемого валка: 2000, Миллиметр || Высота среза: 55, Миллиметр || Производительность за час основного времени: 11, Гектар || Описание: Жатка валковая навесная Чулпан ЖВ-910;28.30.59.112;Жатки рядковые;64c75045dc89512b82fb0442a1cb2501;643
Тележка-побдорщик тюков ТПТ-20;"";Без НДС;Штука;Описание: Тележка-побдорщик тюков ТПТ-20 || Скорость движения с грузом: 20, Километр в час || Масса порожнего подборщика: 4800, Килограмм || Масса груженого подборщика: 14800, Килограмм || Грузоподъемность: 10, Тонна метрическая тонна (1000 кг) || Дорожный просвет: 340, Миллиметр || Длинна: 11, Метр || Требуемая мощность трактора: 120, Лошадиная сила || Описание: Тележка-побдорщик тюков ТПТ-20;28.30.52;Машины сеноуборочные;64c75045dc89512b82fb0442a1cb2501;643
Сеялка-культиватор зернотуковая для полосного посева СКП-2,1В.У;"";Без НДС;Штука;Описание: Сеялка-культиватор зернотуковая для полосного посева СКП-2,1В.У || Ширина междурядий: 22, Сантиметр || Глубина внедрения семян: 70, Миллиметр || Производительность: 1, Гектар || Срок службы: 8, Год || Выработка: 10000, Гектар || Тип продукции по ПП РФ 616: Сеялки зернотуковые || Тип: сеялки зернотуковые || Марка: СКП-2,1В.У || Назначение: Посев семян зерновых и зернобобовых культур полосой 18-20 см с одновременным внесением удобрений и полосным прикатыванием почвы || Рабочая ширина захвата: 2, Метр || Рабочая скорость: 10, Километр в час || Описание: Сеялка-культиватор зернотуковая для полосного посева СКП-2,1В.У;28.30.33.112;Сеялки зернотуковые;593641e641263e9266f1066d740e0aed;643
Комплекс из сеялок-культиваторов зернотуковых СКП-2,1В для полосного посеваКСКП – 2,1В.Ух2;"";Без НДС;Штука;Описание: Комплекс из сеялок-культиваторов зернотуковых СКП-2,1В для полосного посеваКСКП – 2,1В.Ух2 || Тип продукции по ПП РФ 616: Сеялки зернотуковые || Глубина внедрения семян: 70, Миллиметр || Производительность: 1, Гектар || Выработка: 10000, Гектар || Срок службы: 8, Год || Ширина междурядий: 22, Сантиметр || Марка: КСКП – 2,1В.Ух2 || Тип: зернотуковая || Рабочая ширина захвата: 2, Метр || Назначение: Посев семян зерновых и зернобобовых культур полосой 18-20 см с одновременным внесением удобрений и полосным прикатыванием почвы || назначение: текст || Рабочая скорость: 10, Километр в час || Описание: Комплекс из сеялок-культиваторов зернотуковых СКП-2,1В для полосного посеваКСКП – 2,1В.Ух2;28.30.33.112;Сеялки зернотуковые;593641e641263e9266f1066d740e0aed;643
Плуг чизельный навесной ПЧН-4,0КТ;"";Без НДС;Штука;Описание: Плуг чизельный навесной ПЧН-4,0КТ || Длина: 3500, Миллиметр || Ширина захвата: 4, Метр || Рабочая скорость: 12, Километр в час || Тип продукции по ПП РФ 616: Машины для пахоты и глубокого рыхления (специального назначения) || Высота: 1840, Миллиметр || Ширина: 4450, Миллиметр || Описание: Плуг чизельный навесной ПЧН-4,0КТ;28.30.31.120;Машины для пахоты и глубокого рыхления (специального назначения);64c75045dc89512b82fb0442a1cb2501;643
Борона ротационная прицепная БР-12;"";Без НДС;Штука;Описание: Борона ротационная прицепная БР-12 || Рабочая ширина захвата: 11.5, Метр || Обслуживающий персонал: 1, Человек || Масса: 2100, Килограмм || Расстояние между рабочими органами: 92, Миллиметр || Рабочая скорость движения: 15, Километр в час || Описание: Борона ротационная прицепная БР-12;28.30.32.119;Бороны прочие;64c75045dc89512b82fb0442a1cb2501;643
Борона дисковая прицепная БДП-8х2;"";Без НДС;Штука;Описание: Борона дисковая прицепная БДП-8х2 || Диаметр дисков: 510, Миллиметр || Ширина захвата: 8, Метр || Тип продукции по ПП РФ 616: Бороны дисковые || Число рядов рабочих органов: 2, Штука || Масса: 7175, Килограмм || Расстояние между рядами: 125, Миллиметр || Материал рабочих органов: сталь г2с || Материал рамных конструкций: сталь г2с || Тип бороны: дисковая || Количество рабочих оранов: 68, Штука || Высота: 1580, Миллиметр || Ширина: 8220, Миллиметр || Количество дисков: 68, Штука || Длина: 8, Миллиметр || Производительность при 18 км/ч в час: 14, Гектар || Мощность трактора от: 300, Лошадиная сила || Описание: Борона дисковая прицепная БДП-8х2;28.30.32.112;Бороны дисковые;64c75045dc89512b82fb0442a1cb2501;643
Борона ротационная навесная БР-6;"";Без НДС;Штука;Описание: Борона ротационная навесная БР-6 || Тип бороны: Навесной || Масса: 800, Килограмм || Расстояние между рабочими органами: 92, Миллиметр || Рабочая ширина захвата: 5.7, Метр || Рабочая скорость движения: 18, Километр в час || Обслуживающий персонал: 1, Человек || Описание: Борона ротационная навесная БР-6;28.30.32.119;Бороны прочие;64c75045dc89512b82fb0442a1cb2501;643
Борона пружинная БП-21;"";Без НДС;Штука;Описание: Борона пружинная БП-21 || Длина зуба: 680, Миллиметр || Масса секции: 480, Килограмм || Масса бороны: 6500, Килограмм || Габаритные размеры в  рабочем положении, М: 9х21х1.56 || Максимальная транспортная скорость: 30, Километр в час || Описание: Борона пружинная БП-21;28.30.32.110;Бороны;64c75045dc89512b82fb0442a1cb2501;643
Плуг чизельный прицепной ПЧП-6КТ;"";Без НДС;Штука;Описание: Плуг чизельный прицепной ПЧП-6КТ || Ширина захвата: 6, Метр || Ширина: 7700, Миллиметр || Тип продукции по ПП РФ 616: Машины для пахоты и глубокого рыхления (специального назначения) || Длина: 6370, Миллиметр || Высота: 1520, Миллиметр || Рабочая скорость: 12, Километр в час || Описание: Плуг чизельный прицепной ПЧП-6КТ;28.30.31.120;Машины для пахоты и глубокого рыхления (специального назначения);64c75045dc89512b82fb0442a1cb2501;643
Комплект общехирургический, из нетканых материалов, одноразовый стерильный по ТУ 9398-009-55694047-2012;"";Без НДС;Комплект;Описание: Комплект общехирургический, из нетканых материалов, одноразовый стерильный по ТУ 9398-009-55694047-2012 || Фасовка: 1-20 || Стерильность: стерильный || Описание: Комплект общехирургический, из нетканых материалов, одноразовый стерильный по ТУ 9398-009-55694047-2012;32.50.50;Изделия медицинские, в том числе хирургические, прочие;1d23ab1d9f0a2599adb90b7c5e81abdf;643
