product_name;price;product_vat_rate;product_msr;product_characteristics;okpd2_code;okpd2_name;inn;country_code
Плотный асфальтобетон из горячей мелкозернистой щебеночной смеси тип Б II марки;5125.0;20%;Тонна метрическая тонна (1000 кг);Вид материал для дорожного строительства: Асфальтобетон || Вид инженерно-строительные товары: Строительный расходный материал || Вид продукции: Товары || Вид смеси: Щебеночный || Вид смеси в зависимости от величины остаточной пористости: Плотная || Вид смеси по наибольшему размеру минеральных зерен: Мелкозернистая || Вид строительный расходный материал: Материал для дорожного строительства || Вид товаров: Инженерно-строительные товары || Истираемость: И2 || Марка смеси в зависимости от показателей физико-механических свойств и применяемых материалов: II || Морозостойкость: F50 || Тип смеси в зависимости от содержания щебня (гравия): Б || Тип смеси по вязкости используемого битума и температуре при укладке: Горячая || Описание: Плотный асфальтобетон из горячей мелкозернистой щебеночной смеси тип Б II марки;23.99.13;Смеси битуминозные на основе материалов природного и искусственного камня и битума, природного асфальта или связанных с ним веществ в качестве связующего;c6c110ec32dd63fb56c5856960a8e192;643
Врезка(Пр) - 1  - 600x400 - 100 - 90 (оц. ст. 0.70/100 - Отб. 20 мм - Шина R20х95О);697.09;20%;Штука;Вид продукции: Товары || Вид товаров: Товары для ремонта или строительства || Виды оборудования вентиляционного: Короба вентиляционные || Виды оборудования инженерно-строительного: Оборудование вентиляционное || Виды товаров строительных: Оборудование инженерно-строительное || Габаритные размеры: 600х400мм || Длина: 100мм || Исполнение: Тип 1 || Материал изготовления: оцинкованная сталь || Толщина металла: 0.7мм || Описание: Врезка(Пр) - 1  - 600x400 - 100 - 90 (оц. ст. 0.70/100 - Отб. 20 мм - Шина R20х95О);28.25.20.190;Вентиляторы прочие, кроме настольных, напольных, настенных, оконных, потолочных или вентиляторов для крыш;ff0b0ea137746bb53c79c3d23dd8e88b;643
Пружина тормоза лебедки 401.02.02.008Б КМЗ;214.7;20%;Штука;Назначение: Для лебедки 401.02.02.008Б || Внешний диаметр: 36мм || Внутренний диаметр: 4мм || Длина: 77.0мм || Материал: Сталь || Описание: Пружина тормоза лебедки 401.02.02.008Б КМЗ;28.22;Оборудование подъемно-транспортное;a00191652ece38923addb0d96bef9f8d;643
Костюм для горничных и уборщиц женский у13-КБР бордо (р.52-54)р.170-176;2139.5;20%;Штука;Защитные свойства: от общих производственных загрязнений || Пол: женский || Рост: 170-176 || Состав ткани: 65% полиэстер, 35% хлопок || Стандарты и нормативные документы: ГОСТ 12 || Рукав: короткий || Цвет: бордовый || Страна производитель: Россия || Артикул: 661181 || Модель: у13-КБР-жен || Описание: Костюм для горничных и уборщиц женский у13-КБР бордо (р.52-54)р.170-176;14.12.30.160;Средства защиты от радиации и воздействия других неблагоприятных факторов внешней среды специализированные, не содержащие встроенных дыхательных аппаратов;b711eb14ed10ebb2dc87d8cffe6a10df;""
Блокнот А5, 60 л., спираль, жесткая подложка, HATBER, Office Line, 145х205 мм, 60Б5B1сп;83.08;20%;Штука;Вес: 0.139кг || Вид линовки: клетка || Внутренний блок: офсет || Длина: 205.0мм || Индивидуальная упаковка: False || Количество дизайнов в упаковке: 2шт || Количество листов: 60шт || Количество разделителей: 0шт || Лицензионная обложка: False || Плотность внутреннего блока: 60г/м2 || Расположение крепления: верхнее || Тип крепления: спираль || Тип обложки: гибкий картон || Фигурная высечка: False || Цвет внутренного блока: белый || Цвет обложки: с рисунком || Ширина: 145.0мм || Описание: Блокнот А5, 60 л., спираль, жесткая подложка, HATBER, Office Line, 145х205 мм, 60Б5B1сп;17.23.13.191;Блокноты, записные книжки и книги для записей;3ce5397064adfec4f56a7eeba43325ca;""
Жидкие гвозди Quality, универсальные, картридж, 420г/310 мл;222.3;Без НДС;Штука;Описание: Жидкие гвозди Quality, универсальные, картридж, 420г/310 мл || Производитель: QUALITY || Время полного отверждения: 24-72ч || Назначение: для приклеивания бордюров, панелей, древесины, керамических плиток, подоконников, твердого ПВХ, стекла, металлов и металлических листов по всем типам оснований, применяемым в строительстве: бетону, кирпичу, гипсу, штукатурке || Объем: 310миллилитр || Основа: Каучуки SBS (бутадиен-стироловые), углеводные смолы, органические растворители, минеральные наполнители || Расход: 300-500гр/м2 || Тип: монтажный УНИВЕРСАЛЬНЫЙ || Цвет: Белый;20.52.10.190;Клеи прочие;9b22db5633e9395e40b6160a3d32f0d3;643
Глицерин, субстанция-жидкость;1760.0;10%;Килограмм;Фасовка: 5кг || Вид лекарственной формы: недозированная || Действующее вещество: Глицерин || Жизненно необходимые и важнейшие лекарственные препараты: False || Квалификация: Для приготовления нестерильных ЛФ || Количество действующего вещества: 99% || Лекарственная форма: Жидкость || Международное непатентованное название: Глицерол || Номер регистрационного удостоверения: ФС 001490 || Описание товара: Прозрачная. бесцветная или почти бесцветная сиропообразная жидкость без запаха Гигроскопична МБЧ кат 22 (Для производства нестерильных лекарственных препаратов относящихся к кат 3А) || Срок годности: 60мес || Упаковка: Канистра || Описание: Глицерин, субстанция-жидкость;21.10;Субстанции фармацевтические;b22ea9f14e2c1a27f42f0fd8605cb560;643
Ложка одноразовая чайная Алюпластик белая 115 мм 100 штук в упаковке;238.5;Без НДС;Упаковка;Описание: Ложка одноразовая чайная Алюпластик белая 115 мм 100 штук в упаковке || Вид материала: полипропилен (ПП) || Вид одноразовой посуды: Посуда одноразовая пластмассовая || Вид посуда: Посуда одноразовая || Вид продукции: Товары || Вид товаров: Посуда || Длина: 115.0мм || Количество в коробе: 40упак || Количество в упaковке: 100шт || Цвет: Белый;22.29.23.110;Посуда столовая и кухонная пластмассовая;7db7d7dfcd417e013827d6d2fec67408;643
Лоток Вертикальный накопитель 160 мм Стамм XXL, серый;639.05;20%;Штука;Базовый цвет: серый || Количество в упaковке: 1шт || Количество отделений: 1шт || Размер изделия: 250х160х300мм || Цвет: серый || Ширина: 160.0мм || Описание: Лоток Вертикальный накопитель 160 мм Стамм XXL, серый;22.29.25.000;Принадлежности канцелярские или школьные пластмассовые;3ce5397064adfec4f56a7eeba43325ca;643
Бор твердосплавный  Prima 7404;3276.0;Без НДС;Упаковка;Описание: Бор твердосплавный  Prima 7404 || Материал: Нержавеющая сталь, мелкодисперсный карбид, с уникальным золотым покрытием по всей длине бора || Длина рабочей части: 3.3мм || Количество в упаковке: 5шт || Количество граней: 12шт || Назначение: Предназначены для эффективной препаровки композита || Наконечник: Для турбинного наконечника || Форма рабочей части: Яйцевидная || Диаметр рабочей части: 1.4мм;32.50.11;Инструменты и приспособления стоматологические;c7f121e5df50dfa045271f4ba6792374;826
Короб архивный Короб АрхивныйATTACHE,на резинке 75 мм ,в ассортименте;120.0;20%;Штука;Внутренний размер: 252х75х322 мм || Артикул: 142056 || Вместимость: 750шт || Внешний размер: 252x78x326 мммм || Материал: гофрокартон || Цвет: в ассортименте || Ширина корешка: 75.0мм || Описание: Короб архивный Короб АрхивныйATTACHE,на резинке 75 мм ,в ассортименте;17.23.13.193;Папки и обложки из бумаги или картона;1a704f35389abe04eefc7026893dcb84;643
Кран шаровой латунь никель 1001 Ду 25 G1 Ру25 ВР полнопроходной рычаг Aquasfera 1001-03;1311.96;Без НДС;Штука;Материал корпуса: латунь || Тип присоединения: внутренняя резьба || Диаметр прохода: 25мм || Давление: 25бар || Описание: Кран шаровой латунь никель 1001 Ду 25 G1 Ру25 ВР полнопроходной рычаг Aquasfera 1001-03;28.14.13.131;Краны (шаровые, конусные и цилиндрические);09a2665c9a30f5647030697b3687e344;""
Компрессор воздушный КВ-2 СОНИС;8500.0;Без НДС;Штука;Потребляемая мощность: 25Вт || Режим работы: Непрерывный || Габаритные размеры: 250х170х130мм || Максимальная производительность: 2500литр в час (л/час) || Масса: 3.3кг || Предназначение: Предназначен для создания воздушного потока с целью образования горючей смеси при работе с бензиновыми горелками в составе бензогорелочного комплекта (№3.017-1) || Описание: Компрессор воздушный КВ-2 СОНИС;32.50.11.190;Инструменты и приспособления стоматологические прочие;a2f0ca4b4d0786a88da9f1656237ac3f;643
Напиток Coca-Cola стекл. бут. 0,33л газ. 12 шт/уп;1116.5;20%;Упаковка;Групповая упаковка: False || Вид напитка: сладкий газированный напиток || Страна производства: Россия || Тип упаковки: стеклянная бутылка || Количество бутылок в упаковке: 12шт || Степень газации: газированная || Срок годности: 6мес || Описание: Напиток Coca-Cola стекл. бут. 0,33л газ. 12 шт/уп;11.07.19;Напитки безалкогольные прочие;b711eb14ed10ebb2dc87d8cffe6a10df;""
Защитный подвесной экран для кассы (1200х3х1000 мм);5392.0;20%;Штука;Вес: 4.3кг || Вид: подвесной || Высота: 1000.0мм || Гарантийный срок: 12.0мес || Комплектация: защитный экран/металлический трос 15 метров/крепления к потолку анкерного типа || Материал: поликарбонат || Толщина: 3мм || Цвет: Прозрачный || Ширина: 1200.0мм || Описание: Защитный подвесной экран для кассы (1200х3х1000 мм);28.99;Оборудование специального назначения прочее, не включенное в другие группировки;b711eb14ed10ebb2dc87d8cffe6a10df;643
Кабель ВВГнг-FRLS 5х25;5687.58;Без НДС;Метр;Производитель: Людиновокабель || Сечение: 25.0мм[2*] || Материал внешней оболочки: поливинилхлоридный пластикат пониженной пожароопасности || Материал жил: медь || Количество жил: 5.0шт || Страна производитель: Россия || Описание: Кабель ВВГнг-FRLS 5х25;27.32.13.111;Кабели силовые с медной жилой на напряжение до 1 кВ;9b576c9d9469bde91a184496b47cc4d4;643
Степ-платформа THE STEP Original;11990.0;Без НДС;Штука;Вид платформы: Нерегулируемая || Вид продукции: Товары || Вид товаров: Для спорта и отдыха || Виды оборудования и инвентаря для гимнастики (спортивной, художественной, спортивной аэробики, шейпинга): Степ платформы || Виды спортивного оборудования и инвентаря: Оборудование и инвентарь для гимнастики (спортивной, художественной, спортивной аэробики, шейпинга) || Виды товаров спортивных: Спортивное оборудование и инвентарь || Длина: 108см || Количество уровней: 3.0шт || Максимальный вес пользователя: 226.0кг || Материал: ABS-пластик || Наличие противоскользящего покрытия: Да || Ширина: 40см || Описание: Степ-платформа THE STEP Original;32.30.14.129;Оборудование для занятий физкультурой, гимнастикой и атлетикой, занятий в спортзалах, фитнес-центрах прочее, не включенное в другие группировки;a542c2d2e569a8cc59bf363cbf94e31b;850
Папка-регистратор STAFF БЮДЖЕТ с мраморным покрытием, 70 мм, без уголка, зеленая, 229620;217.0;20%;Штука;Вместимость папки: 500.0л. || Материал внешнего покрытия: бумага || Вид материала: Бумага || Цвет: Зеленый мрамор || Ширина корешка: 70.0мм || Формат: A4 || Вид продукции: Товары || Вид системы архивации: Папки картонные || Вид товаров: Папки, системы архивации документов || Описание: Папка-регистратор STAFF БЮДЖЕТ с мраморным покрытием, 70 мм, без уголка, зеленая, 229620;17.23.13.193;Папки и обложки из бумаги или картона;3ce5397064adfec4f56a7eeba43325ca;643
Эмаль ПФ-115 красная;179.0;Без НДС;Килограмм;Описание: Эмаль ПФ-115 красная || Вид упаковки: банка || Атмосферостойкое покрытие: True || Вид краски: Эмаль || Вид материала: Лакокрасочный || Вид продукции: Товары || Вид товаров: Товары для ремонта или строительства || Виды материалов лакокрасочных, покрытий наносимых (кроме огнезащитных): Краска || Виды товаров строительных: Материал || Время высыхания: 24.0ч || Используется: дерево и металл || Объем: 769.0см[3*] мл || Расход: 180г/кв.м || Срок годности: 12мес || Цвет: Красная;20.30.12.130;Эмали на основе сложных полиэфиров, акриловых или виниловых полимеров в неводной среде;949a1aa49f521300cd5373ab00f892a4;""
Вызывная панель цветная ANC-1700W/AHD Iker Black;3856.6;20%;Штука;Особенности: Широкий угол обзора, >90, антивандальная панель, Инфракрасная подсветка || Вид домофона: Вызывная панель для видеодомофона || Габариты: 123х40х22.5мм || Класс защиты: 66ip || Рабочий диапазон температур: от -40 до +50[0*]С || Тип: Видеовыход AHD 720 P || Цвет корпуса: черный || Описание: Вызывная панель цветная ANC-1700W/AHD Iker Black;26.30.11.190;Аппаратура коммуникационная передающая с приемными устройствами прочая, не включенная в другие группировки;677ee731d1181ddbb58afb1b92c496d4;156
Доска магнитно-маркерная стеклянная (45х45 см), 3 магнита, ОРАНЖЕВАЯ, BRAUBERG, 236738;3480.97;20%;Штука;Вид товаров: Офисные принадлежности || Высота: 45см || Количество в упаковке: 1шт || Количество магнитов в комплекте: 3шт || Комплектация: магниты, элементы крепления. || Магнитная поверхность: True || Материал рабочей поверхности: стекло || Тип покрытия доски: Маркерное || Упаковка: картонная коробка || Ширина доски: 45см || Цвет доски: Оранжевый || Вес: 3.5кг || Вид  магнитно-маркерных досок, флипчартов: Доски магнитно-маркерные, доски информационные, флипчарты || Вид досок магнитно-маркерных, досок информационных, флипчартов: Доски магнитно-маркерные стеклянные || Вид офисных принадлежностей: Доски магнитно-маркерные, флипчарты, стенды, таблички, демонстрационные системы || Описание: Доска магнитно-маркерная стеклянная (45х45 см), 3 магнита, ОРАНЖЕВАЯ, BRAUBERG, 236738;32.99.53.130;Приборы, аппаратура и устройства учебные демонстрационные;3ce5397064adfec4f56a7eeba43325ca;""
Штатив HAMA Star-63 (04163);4500.0;Без НДС;Штука;Наконечники опор: Резиновые || Чехол в комплекте: True || Вес: 1.74кг || Количество секций штанги: 3шт || Крюк для сумки: True || Максимальная высота штатива: 1660мм || Максимальная нагрузка: 4.0кг || Съемка в вертикальном формате: True || Описание: Штатив HAMA Star-63 (04163);26.70.19.000;Части и принадлежности фотографического оборудования;626ad8b983087d542e6c622cdde6d6a1;276
Фурацилин Авексима табл. шип. 20 мг стрип N 2x5 Ирбитский ХФЗ Россия;55.0;Без НДС;Штука;Международное непатентованное название: Нитрофурал || Дозированная форма: True || Дозировка: 20 мг || Жизненно-необходимые и важнейшие лекарственные препараты: False || Количество в первичной упаковке: 2шт || Количество во вторичной упаковке: 5шт || Лекарственная форма: таблетки шипучие для приготовления раствора для местного и наружного применения || Наименование фасовки: СТРИП || Описание: Фурацилин Авексима табл. шип. 20 мг стрип N 2x5 Ирбитский ХФЗ Россия;21.20.10.158;Антисептики и дезинфицирующие препараты;f88f0ccd6e069d2527b82b67fa6e8e92;""
Бутылочная почта для папы;390.0;Без НДС;Штука;Вид товаров: Литература и полиграфическая продукция || Isbn: 978-5-91921-988-0 || Автор: Ширнек Х. || Вид издания: Художественная литература для детей || Вид литература и полиграфическая продукция: Литература для обучения! || Вид обложки: Твердая || Вид переплета: 7 БЦ || Вид продукции: Товары || Виды литературы для обучения: Литература детская для обучения || Возраст от: 6.0г лет || Год выпуска: 2021г лет || Издательство: ООО ЭНАС-КНИГА || Наличие исключительных прав у Издателя: Да || Наличие электронного приложения: Нет || Тираж: 2000шт || Формат печатного листа, см/доля листа: 70х90/16 || Язык издания: Русский || Описание: Бутылочная почта для папы;58.1;Услуги по изданию книг, периодических изданий и прочие издательские услуги;d4bf76ede4f85719ad42d015ea1cd34c;643
Композиция искусственная уличная Туя Смарагд Элегант в кашпо 93 см.;12457.0;Без НДС;Штука;Цвет кашпо: белый песок || Вид продукции: Товары || Вид товаров: Хозяйственные товары || Вид хозяйственные товары: Предметы внутреннего интерьера || Высота кашпо: 27см || Высота композиции: 93см || Высота растения: 93см || Диаметр кашпо: 30см || Материал кашпо: файберстоун || Материал листвы: высококачественный полимер || Материал ствола: металл || Описание: Композиция искусственная уличная Туя Смарагд Элегант в кашпо 93 см.;13.92.16.119;Изделия мебельно-декоративные прочие, не включенные в другие группировки;d97d30cc8ac2f23b3e2bfd62d48097b7;056
Настенная сплит-система ELECTROLUX EACS-07HSL/N3_20Y;78500.0;Без НДС;Штука;Вид продукции: Товары || Вид товаров: Товары для ремонта или строительства || Виды оборудования инженерно-строительного: Оборудование климатическое || Виды оборудования климатического: Кондиционеры бытовые || Виды товаров строительных: Оборудование инженерно-строительное || Габариты (ВхШхГ): 703х250х200мм || Максимальный уровень шума: 26.0ДЕЦИБЕЛ || Потребляемая мощность при обогреве: 2.19кВт || Потребляемая мощность при обогреве: 590Вт || Потребляемая мощность при охлаждении: 0.63кВт || Производительность (охлаждение): 2.05кВт || Описание: Настенная сплит-система ELECTROLUX EACS-07HSL/N3_20Y;28.25.12.130;Кондиционеры бытовые;1838b7b6069498c546dbf06c0a126098;156
Дверь входная;9354.0;20%;Штука;Описание: Дверь входная || Высота дверной коробки: 2050мм || Верхний замок: замок Гардиан 1512 || Вес: 120кг || Внешнее покрытие: букле шоколад || Внутреннее покрытие: МДФ Ларче шоколад || Ручка: Ручка дверная 0826 Starter;16.23.11.130;Двери, их коробки и пороги деревянные;fbe5b229b747f961f0ae8d8fa9bd5ca7;""
Круасcаны 7 days ваниль, 4шт х 65г;193.6;10%;Упаковка;Вид продукта: круассан || Глазурь: False || Количество штук в транспортном коробе: 7шт || Наполнитель: ваниль || Срок хранения от даты производства:: 5мес || Вес: 260г || Страна производства: Россия || Тип упаковки: мягкая || Описание: Круасcаны 7 days ваниль, 4шт х 65г;10.71.11.120;Булочные изделия недлительного хранения;b711eb14ed10ebb2dc87d8cffe6a10df;""
ИЗОЛЯЦИЯ ТРУБ K-FLEX, толщина 13мм Ду-32;325.0;20%;Метр;Описание: ИЗОЛЯЦИЯ ТРУБ K-FLEX, толщина 13мм Ду-32 || Виды строительных материалов: Изоляционный материал || Вид изделия: Теплоизоляция трубная || Вид материала: Строительный материал || Вид продукции: Товары || Вид товаров: Товары для ремонта или строительства || Виды материалов изоляционных: Материалы теплоизоляционные || Виды материалов теплоизоляционных: Материалы теплоизоляционные полимерные || Виды товаров строительных: Материал || Диаметр материала: 32.0мм || Длина материала: 20000.0мм || Основной компонент материала: Вспененный полиэтилен || Теплопроводность материала, (Вт/м·К): 43.0 || Толщина материала: 13.0мм;23.99.19.111;Материалы и изделия минеральные теплоизоляционные;48539b883d41ebeea24dc534f699e31a;643
Азопирам к;510.0;Без НДС;Комплект;Срок годности: 2г лет || Форма выпуска: Индикатор химический || Назначение: Индикатор предназначен для контроля предстерилизационной очистки медицинских изделий в лечебно профилактических учреждениях, санитарно эпидемиологических и дезинфекционных станциях путем обнаружения остатков крови, следов ржавчины, окислителей (хлорамина, хлорной извести, хромовой смеси и др.), пероксидаз растительного происхождения (растительных остатков), стиральных порошков. || Состав набора: раствор амидопирина 90 мл  раствор анилина солянокислого 10,0 мл  инструкция по применению 1 шт.  коробка картонная или пакет из фольгированного материала 1 шт || Страна производства: Россия || Описание: Азопирам к;20.59.59;Продукты разные химические, не включенные в другие группировки;0f4eee3c7eec348310d0fc7199857498;643
Лампа светодиодная LED-T8-М-std 20Вт 230В G13 4000К 1620Лм 1200мм матовая ASD;372.0;Без НДС;Штука;Напряжение: 170 … 265В || Частота: 50Гц || Ток: 0.14А || Тип цоколя: G13 || Тип источника света: Светодиод. (LED) || Температура цвета: 4000К || Средний срок службы: 30000ч || Вес: 0.2кг || Диаметр колбы: 26.0мм || Длина: 1200.0мм || Класс энергоэффективности: A+ || Колба: T8/Линейная || Мощность: 20.0Вт || Световой поток: 1620.0лм || Описание: Лампа светодиодная LED-T8-М-std 20Вт 230В G13 4000К 1620Лм 1200мм матовая ASD;27.40.15.150;Лампы светодиодные;b3b068509774a7f56a16800f6a64bf82;""
Дексаметазон р-р д/и 4мг/мл амп 1мл №25х1 Эльфа Лабораториз Индия;229.85;Без НДС;Упаковка;Международное непатентованное название: Дексаметазон || Объем индивидуальной упаковки: 1 мл || Дозированная форма: False || Дозировка: 4 мг/мл || Жизненно-необходимые и важнейшие лекарственные препараты: True || Количество в первичной упаковке: 25шт || Количество во вторичной упаковке: 1шт || Лекарственная форма: раствор для инъекций || Наименование фасовки: АМПУЛЫ || Описание: Дексаметазон р-р д/и 4мг/мл амп 1мл №25х1 Эльфа Лабораториз Индия;21.20.10.180;Препараты гормональные для системного использования, кроме половых гормонов;f88f0ccd6e069d2527b82b67fa6e8e92;356
Электрический стабилизатор DJI Ronin-S;90000.0;20%;Штука;Описание: Электрический стабилизатор DJI Ronin-S || Диапазон рабочих температур: -20.. .+45[0*]С || Размеры (дхшхв): 202 ? 185 ? 486мм || Рабочая частота bluetooth: 2,4-2,48ГГц || Вес: 1850г || Грузоподъемность (опорное значение): 3.6кг || Механический диапазон углов вращения: Поворот: 360° непрерывного вращения Наклон: +185°...-96° Крен: 360° непрерывного вращенияградус;26.70.19.000;Части и принадлежности фотографического оборудования;4ab9274983f11bee87e8b6331fdf3e92;156
Холодная сварка homakoll;439.5;Без НДС;Штука;Описание: Холодная сварка homakoll || Вес: 60.0г || Время высыхания: 15мин || Время затвердевания: 24ч || Гарантийный срок: 12мес || Цвет: прозрачный;20.52.10.190;Клеи прочие;cafb6c1c9ffaf116c64bbe732853323d;643
Дидактическая игра Кто что ест;518.4;Без НДС;Штука;Размер зверьков: 6см || Вид игрушки и игровое оборудование: Игрушки прочие || Вид продукции: Товары || Вид товаров: Товары для детей || Вид товары для детей: Игрушки и игровое оборудование || Материал: Фетр || Размер еды: 4см || Размер игры: 31см || Описание: Дидактическая игра Кто что ест;32.40.39.290;Игрушки прочие, не включенные в другие группировки;9a727eeab24788c2cf24c1323c6129cb;643
Смесь молочная смесь «Нутрилак Премиум 1+»,;4200.0;Без НДС;Килограмм;Описание: Смесь молочная смесь «Нутрилак Премиум 1+», || Состав смеси: сухая деминерализованная молочная сыворотка, сухое цельное молоко, растительные масла (подсолнечное высокоолеиновое, соевое, кокосовое), мальтодекстрин, галактоолигосахариды, сухое обезжиренное молоко, молочный жир, рыбный жир (источник докозагексаеновой кислоты DHA), масло Mortierella Alpina (источник арахидоновой кислоты ARA), минеральные вещества, витамины, эмульгатор (лецитин), таурин, инозит, нуклеотиды (цитидин-5’-монофосфорная кислота, уридин-5’- монофосфат динатриевая соль, аденозин-5’-монофосфорная кислота, гуанозин-5’-монофосфат динатриевая соль, инозин-5’-монофосфат динатриевая соль), L-карнитин, антиокислитель (аскорбилпальмитат), лютеин Минералы карбонат кальция, хлорид калия, цитрат калия, хлорид натрия, фосфат кальция, хлорид магния, сульфат железа, сульфат цинка, сульфат меди, йодид калия, хлорид марганца, селенит натрия Витамины аскорбиновая кислота, токоферол ацетат, никотинамид, пантотеновая кислота, рибофлавин, ретинол ацетат, пиридоксин гидрохлорид, тиамин гидрохлорид, фолиевая кислота, филлохинон, d-биотин, холекальциферол, цианокобаламин || Торговая марка: Нутрилак || Вид детского питания: Каши, смеси для детского питания || Вид каш и смесей: Каши молочные для детского питания || Вид пищевые продукты: Питание детское для детей раннего возраста || Вид продукции: Товары || Вид товаров: Пищевые продукты || Вид упаковки: картонная коробка || Возраст ребенка: от 0 до 6год (лет);10.86.10.100;Продукция молочная для детского питания;76d7d4006d9c56fc9d3c89743f7b2471;643
Набор слесарных отверток Зубр ПРОФЕССИОНАЛ 25239;820.0;0%;Набор;Описание: Набор слесарных отверток Зубр ПРОФЕССИОНАЛ 25239 || Артикул производителя: 25239 || Вес брутто: 0.89кг || Для точных работ: False || Количество штук в упаковке: 6шт || Комплектация: Отвертка Phillips3 шт.: PH0, PH1, PH2 Отвертки мм, SLOT3 шт.: SL3, SL5, SL6 || Материал: хромованадиевая сталь || Материал рукоятки: двухкомпонентная || Наличие упаковки: False || Цвет рукояти: черный/синий;25.73.30.230;Отвертки;cf0ec0ea41987cd5fbd77c707358f568;643
Стеллаж для хранения;84500.0;Без НДС;Штука;Вид закупаемых товаров: Мебель для обеспечения учебного процесса, закупаемая в рамках проекта «техносфера современной школы» || Вид материала каркаса: ЛДСП || Вид мебель для образовательных организаций: Стеллаж для хранения личных вещей || Вид продукции: Товары || Вид товаров: Товары для образовательных организаций || Вид товары для образовательных организаций: Товары, закупаемые в рамках проекта Техносфера современной школы || Высота: 2000.0мм || Глубина: 400.0мм || Длина: 4000мм || Количество мест: 55шт || Количество секций: 11 || Толщина: 16мм || Цвет покрытия: Желтый/синий/красный/зеленый/розовый/бук || Ячейки для личных вещей: 55шт || Описание: Стеллаж для хранения;31.09;Мебель прочая;18998db424c0f7b56d9c3fac50375160;643
Вафли весовые;280.0;20%;Килограмм;Название кондитерского изделия: Сливочные || В шоколадной глазури: False || Весовое: True || Вид кондитерское изделие: Вафля || Вид пищевые продукты: Кондитерское изделие || Вид продукции: Товары || Вид товаров: Пищевые продукты || Страна производства: Россия || Тип упаковки: картонная коробка || Описание: Вафли весовые;10.72.12.130;Вафли и облатки вафельные;87395982cdec8f639df7b8e8a5a88d21;""
Кабель силовой ВВГнг (А)-LS 3*2,5ок;205.0;20%;Метр;Вид товаров: Инженерно-строительные товары || Вид провода, кабели и системы для их монтажа: Кабели, провода строительные || Виды кабели, провода строительные: Кабели силовые || Виды кабеля силового: Кабель силовой гибкий общего назначения на напряжение до 1КВт || Диаметр: 9.3мм || Количество жил: 3.0 || Материал жилы кабеля: медь || Номинальное напряжение: 660.0кВ || Номинальное сечение токопроводящих жил: 2.5мм[2*] || Особенности: Кабель с медными однопроволочными токопроводящими жилами, с изоляцией и оболочкой из ПВХ-композиции пониженной пожароопасности с низким дымогазовыделением || Производитель: Брэкс Брянск || Описание: Кабель силовой ВВГнг (А)-LS 3*2,5ок;27.32.13.124;Кабели силовые гибкие общего назначения;416eb5e7e4940e3ad5e4bd6b41a30425;643
Гуашь Луч синяя светлая 500мл 18С 1199-08;565.4;20%;Штука;Тип краски: Гуашь || Количество цветов: 1шт || Объём банки: 500.0см[3*] мл || Страна производитель: Россия || Описание: Гуашь Луч синяя светлая 500мл 18С 1199-08;20.30.23.110;Краски для художников, учащихся или оформителей вывесок;b711eb14ed10ebb2dc87d8cffe6a10df;""
Воздуховод(Пр)  - 500x600 - 1250 (оц. ст. 0.70/100 - Шина R30х95О);3213.59;20%;Штука;Вид продукции: Товары || Вид товаров: Товары для ремонта или строительства || Виды оборудования вентиляционного: Короба вентиляционные || Виды оборудования инженерно-строительного: Оборудование вентиляционное || Виды товаров строительных: Оборудование инженерно-строительное || Габаритные размеры: 500х600мм || Длина воздуховода: 1250мм || Материал изготовления: оцинкованная сталь || Толщина металла: 0.7мм || Описание: Воздуховод(Пр)  - 500x600 - 1250 (оц. ст. 0.70/100 - Шина R30х95О);28.25.20.190;Вентиляторы прочие, кроме настольных, напольных, настенных, оконных, потолочных или вентиляторов для крыш;ff0b0ea137746bb53c79c3d23dd8e88b;643
Валик Anza PLATINUM Микмекс 25 см 581526;100.0;20%;Штука;Описание: Валик Anza PLATINUM Микмекс 25 см 581526 || Вид инвентарь, инструменты: Инструмент ручной || Вид инженерно-строительные товары: Инвентарь, инструменты || Вид малярного инструмента: Валики малярные || Вид ручного инструмента: Инструмент ручной малярный || Вид товаров: Инженерно-строительные товары || Диаметр: 45мм || Диаметр бюгеля: 8мм || Длина валика: 250мм || Длина ворса: 18мм || Материал: Микрофибра || Назначение: Для малярных работ || Производитель: Anza;25.73.30;Инструмент ручной прочий;86287d1df8a3dd00170462a7b515ba48;643
